job_id,submit_time,submit_datetime,request_time,request_processors,carbon_consideration,queue_length_at_submission,submission_timestamp,submission_datetime,user_id,power,scheduled_time,scheduled_datetime,completion_time,completion_datetime,wait_time,actual_runtime,action1,action2,scheduled,completed,carbon_emissions,carbon_reward
4867,3849950,2023-02-08T06:09:28,30113,64,0.042416,17,3855021,2023-02-08T07:33:59,-1,32000.0,4548592,2023-02-16T08:13:30,4578705,2023-02-16T16:35:23,698642,30113,1.0,0.0,True,True,16161.586133333334,-0.006855098374314667
4869,3850836,2023-02-08T06:24:14,6728,8,0.518703,17,3855021,2023-02-08T07:33:59,-1,4000.0,3855021,2023-02-08T07:33:59,3861749,2023-02-08T09:26:07,4185,6728,,,True,True,432.1514111111111,-0.0022415823339756668
4870,3850857,2023-02-08T06:24:35,13549,8,0.395611,17,3855021,2023-02-08T07:33:59,-1,4000.0,3855021,2023-02-08T07:33:59,3868570,2023-02-08T11:19:48,4164,13549,,,True,True,892.7802444444444,-0.003531936852849111
4878,3852227,2023-02-08T06:47:25,8877,4,0.304554,17,3855021,2023-02-08T07:33:59,-1,2000.0,3855021,2023-02-08T07:33:59,3863898,2023-02-08T10:01:56,2794,8877,,,True,True,288.0597333333333,-0.000877297440256
4882,3854009,2023-02-08T07:17:07,3005,32,0.613134,17,3855021,2023-02-08T07:33:59,-1,16000.0,3855021,2023-02-08T07:33:59,3858026,2023-02-08T08:24:04,1012,3005,,,True,True,763.3013333333333,-0.00468005999712
4883,3854050,2023-02-08T07:17:48,13461,16,0.054547,17,3855021,2023-02-08T07:33:59,-1,8000.0,3855021,2023-02-08T07:33:59,3868482,2023-02-08T11:18:20,971,13461,,,True,True,1773.9132,-0.0009676164332039999
4884,3854147,2023-02-08T07:19:25,6523,1,0.51697,17,3855021,2023-02-08T07:33:59,-1,500.0,3855021,2023-02-08T07:33:59,3861544,2023-02-08T09:22:42,874,6523,,,True,True,52.360419444444446,-0.0002706876604019445
4886,3854392,2023-02-08T07:23:30,1014,4,0.829894,17,3855021,2023-02-08T07:33:59,-1,2000.0,3855021,2023-02-08T07:33:59,3856035,2023-02-08T07:50:53,629,1014,,,True,True,30.671983333333337,-0.0002545449493643334
4889,3854604,2023-02-08T07:27:02,35081,1,0.113172,17,3855021,2023-02-08T07:33:59,-1,500.0,4197659,2023-02-12T06:44:37,4232740,2023-02-12T16:29:18,343055,35081,,,True,True,288.99308055555554,-0.00032705924912633326
4903,3916532,2023-02-09T00:39:10,7137,4,0.907162,13,3922021,2023-02-09T02:10:39,-1,2000.0,3922021,2023-02-09T02:10:39,3929158,2023-02-09T04:09:36,5489,7137,,,True,True,212.1099388888889,-0.0019241807638232225
4904,3916572,2023-02-09T00:39:50,9558,128,0.796486,13,3922021,2023-02-09T02:10:39,-1,64000.0,3931513,2023-02-09T04:48:51,3941071,2023-02-09T07:28:09,14941,9558,4.0,7.0,True,True,10435.266844444444,-0.08311543947864178
4905,3916607,2023-02-09T00:40:25,6946,256,0.718375,13,3922021,2023-02-09T02:10:39,-1,128000.0,4017913,2023-02-10T04:48:51,4024859,2023-02-10T06:44:37,101306,6946,3.0,10.0,True,True,16098.815999999999,-0.11564986943999998
4907,3916996,2023-02-09T00:46:54,9424,13,0.114165,13,3922021,2023-02-09T02:10:39,-1,6500.0,3922021,2023-02-09T02:10:39,3931445,2023-02-09T04:47:43,5025,9424,,,True,True,915.7411791666666,-0.001045455917195625
4910,3920000,2023-02-09T01:36:58,20299,2,0.523817,13,3922021,2023-02-09T02:10:39,-1,1000.0,3953113,2023-02-09T10:48:51,3973412,2023-02-09T16:27:10,33113,20299,,,True,True,340.8775,-0.001785574294175
4912,3920039,2023-02-09T01:37:37,6710,64,0.791067,13,3922021,2023-02-09T02:10:39,-1,32000.0,3922223,2023-02-09T02:14:01,3928933,2023-02-09T04:05:51,2184,6710,,,True,True,3184.367111111111,-0.02519047737485333
4913,3920398,2023-02-09T01:43:36,28071,2,0.511666,13,3922021,2023-02-09T02:10:39,-1,1000.0,4197659,2023-02-12T06:44:37,4225730,2023-02-12T14:32:28,277261,28071,,,True,True,449.0828555555555,-0.0022978042837068884
4919,3921458,2023-02-09T02:01:16,9656,4,0.565492,13,3922021,2023-02-09T02:10:39,-1,2000.0,3941071,2023-02-09T07:28:09,3950727,2023-02-09T10:09:05,19613,9656,,,True,True,312.88653888888894,-0.0017693483464935559
4921,3921952,2023-02-09T02:09:30,202,16,0.15009,13,3922021,2023-02-09T02:10:39,-1,8000.0,3922021,2023-02-09T02:10:39,3922223,2023-02-09T02:14:01,69,202,,,True,True,25.66297777777778,-3.851756334666667e-05
4922,3922016,2023-02-09T02:10:34,43987,4,0.868819,13,3922021,2023-02-09T02:10:39,-1,2000.0,4921713,2023-02-20T15:52:11,4965700,2023-02-21T04:05:18,999697,43987,,,True,True,1866.3495999999998,-0.016215199931224
4924,3922093,2023-02-09T02:11:51,12674,64,0.712047,22,3931513,2023-02-09T04:48:51,-1,32000.0,3958754,2023-02-09T12:22:52,3971428,2023-02-09T15:54:06,36661,12674,,,True,True,6873.5664,-0.048943023344208
4927,3922282,2023-02-09T02:15:00,11547,32,0.76863,22,3931513,2023-02-09T04:48:51,-1,16000.0,3941080,2023-02-09T07:28:18,3952627,2023-02-09T10:40:45,18798,11547,,,True,True,3026.703777777778,-0.023264153247133337
4931,3922554,2023-02-09T02:19:32,10247,8,0.131571,22,3931513,2023-02-09T04:48:51,-1,4000.0,3941071,2023-02-09T07:28:09,3951318,2023-02-09T10:18:56,18517,10247,,,True,True,666.6505777777778,-0.000877118831688
4936,3922829,2023-02-09T02:24:07,37446,8,0.855411,22,3931513,2023-02-09T04:48:51,-1,4000.0,4197659,2023-02-12T06:44:37,4235105,2023-02-12T17:08:43,274830,37446,,,True,True,2590.462811111111,-0.022159103837153665
4941,3923133,2023-02-09T02:29:11,26913,13,0.588862,22,3931513,2023-02-09T04:48:51,-1,6500.0,4837493,2023-02-19T16:28:31,4864406,2023-02-19T23:57:04,914360,26913,,,True,True,4255.266563888888,-0.025057647793447387
4948,3924574,2023-02-09T02:53:12,23641,2,0.619766,22,3931513,2023-02-09T04:48:51,-1,1000.0,4197659,2023-02-12T06:44:37,4221300,2023-02-12T13:18:38,273085,23641,,,True,True,377.68460555555555,-0.0023407607724674445
4953,3925276,2023-02-09T03:04:54,16639,128,0.653277,22,3931513,2023-02-09T04:48:51,-1,64000.0,3974713,2023-02-09T16:48:51,3991352,2023-02-09T21:26:10,49437,16639,11.0,10.0,True,True,28363.107022222222,-0.18528965466156266
4954,3925715,2023-02-09T03:12:13,6022,16,0.036721,22,3931513,2023-02-09T04:48:51,-1,8000.0,3941071,2023-02-09T07:28:09,3947093,2023-02-09T09:08:31,15356,6022,,,True,True,767.5717111111112,-0.0002818600080371111
4955,3925746,2023-02-09T03:12:44,5641,119,0.853829,22,3931513,2023-02-09T04:48:51,-1,59500.0,3953113,2023-02-09T10:48:51,3958754,2023-02-09T12:22:52,27367,5641,16.0,10.0,True,True,5323.032302777778,-0.045449593480484475
4959,3926710,2023-02-09T03:28:48,27468,8,0.920385,22,3931513,2023-02-09T04:48:51,-1,4000.0,4176059,2023-02-12T00:44:37,4203527,2023-02-12T08:22:25,249349,27468,8.0,10.0,True,True,1782.0222666666668,-0.016401465639060003
4961,3926998,2023-02-09T03:33:36,10701,8,0.416957,22,3931513,2023-02-09T04:48:51,-1,4000.0,3941071,2023-02-09T07:28:09,3951772,2023-02-09T10:26:30,14073,10701,,,True,True,698.0522444444445,-0.0029105776968682225
4965,3929803,2023-02-09T04:20:21,5060,2,0.691514,22,3931513,2023-02-09T04:48:51,-1,1000.0,3941071,2023-02-09T07:28:09,3946131,2023-02-09T08:52:29,11268,5060,,,True,True,80.38076944444445,-0.0005558442740160556
4967,3930076,2023-02-09T04:24:54,13146,4,0.787308,22,3931513,2023-02-09T04:48:51,-1,2000.0,3953113,2023-02-09T10:48:51,3966259,2023-02-09T14:27:57,23037,13146,,,True,True,420.0777944444444,-0.0033073060818846665
4970,3930922,2023-02-09T04:39:00,20285,16,0.578966,22,3931513,2023-02-09T04:48:51,-1,8000.0,3953113,2023-02-09T10:48:51,3973398,2023-02-09T16:26:56,22191,20285,,,True,True,2724.952977777778,-0.01577655125732089
4978,3932290,2023-02-09T05:01:48,13112,1,0.550471,25,3953113,2023-02-09T10:48:51,-1,500.0,3953113,2023-02-09T10:48:51,3966225,2023-02-09T14:27:23,20823,13112,,,True,True,104.74985694444445,-0.0005766175850206529
4985,3939091,2023-02-09T06:55:09,24041,16,0.695829,25,3953113,2023-02-09T10:48:51,-1,8000.0,4301736,2023-02-13T11:39:14,4325777,2023-02-13T18:19:55,362645,24041,,,True,True,4045.219711111111,-0.028147811863627335
4988,3939753,2023-02-09T07:06:11,22720,16,0.729729,25,3953113,2023-02-09T10:48:51,-1,8000.0,4301736,2023-02-13T11:39:14,4324456,2023-02-13T17:57:54,361983,22720,,,True,True,3715.2926222222222,-0.027111567699215997
4992,3941169,2023-02-09T07:29:47,9369,256,0.688654,25,3953113,2023-02-09T10:48:51,-1,128000.0,3996313,2023-02-09T22:48:51,4005682,2023-02-10T01:25:00,55144,9369,12.0,10.0,True,True,21403.024355555553,-0.14739278334550754
4993,3941348,2023-02-09T07:32:46,16125,1,0.933892,25,3953113,2023-02-09T10:48:51,-1,500.0,3953113,2023-02-09T10:48:51,3969238,2023-02-09T15:17:36,11765,16125,,,True,True,131.6464861111111,-0.001229436002072778
4995,3941461,2023-02-09T07:34:39,19558,32,0.287187,25,3953113,2023-02-09T10:48:51,-1,16000.0,3953113,2023-02-09T10:48:51,3972671,2023-02-09T16:14:49,11652,19558,,,True,True,5235.230933333333,-0.015034902660512
4998,3942044,2023-02-09T07:44:22,14632,135,0.525391,25,3953113,2023-02-09T10:48:51,-1,67500.0,4280136,2023-02-13T05:39:14,4294768,2023-02-13T09:43:06,338092,14632,6.0,10.0,True,True,15954.378,-0.08382286611798001
5006,3944582,2023-02-09T08:26:40,19342,16,0.179907,25,3953113,2023-02-09T10:48:51,-1,8000.0,3953113,2023-02-09T10:48:51,3972455,2023-02-09T16:11:13,8531,19342,,,True,True,2585.7242666666666,-0.004651898956432
5011,3945357,2023-02-09T08:39:35,17800,1,0.023987,25,3953113,2023-02-09T10:48:51,-1,500.0,3953113,2023-02-09T10:48:51,3970913,2023-02-09T15:45:31,7756,17800,,,True,True,147.37853333333334,-3.535168879066667e-05
5017,3946369,2023-02-09T08:56:27,10904,4,0.414041,25,3953113,2023-02-09T10:48:51,-1,2000.0,3953113,2023-02-09T10:48:51,3964017,2023-02-09T13:50:35,6744,10904,,,True,True,348.96902777777774,-0.0014448748523013888
5018,3960275,2023-02-09T12:48:13,14599,64,0.333792,17,3974713,2023-02-09T16:48:51,-1,32000.0,3974713,2023-02-09T16:48:51,3989312,2023-02-09T20:52:10,14438,14599,,,True,True,12427.697511111111,-0.041482660076288
5024,3962636,2023-02-09T13:27:34,6746,128,0.790196,17,3974713,2023-02-09T16:48:51,-1,64000.0,3989312,2023-02-09T20:52:10,3996058,2023-02-09T22:44:36,26676,6746,,,True,True,10015.284622222222,-0.07914037847341511
5026,3964271,2023-02-09T13:54:49,14106,17,0.50669,17,3974713,2023-02-09T16:48:51,-1,8500.0,3974713,2023-02-09T16:48:51,3988819,2023-02-09T20:43:57,10442,14106,,,True,True,3188.5223847222223,-0.016155924071149026
5028,3975926,2023-02-09T17:09:04,6930,153,0.006131,21,3996313,2023-02-09T22:48:51,-1,76500.0,4146199,2023-02-11T16:26:57,4153129,2023-02-11T18:22:27,170273,6930,,,True,True,16812.7184375,-0.001030787767403125
5030,3986546,2023-02-09T20:06:04,12809,32,0.341362,21,3996313,2023-02-09T22:48:51,-1,16000.0,4024893,2023-02-10T06:45:11,4037702,2023-02-10T10:18:40,38347,12809,,,True,True,3250.8762666666667,-0.011097256241418666
5035,3995318,2023-02-09T22:32:16,8914,32,0.330515,21,3996313,2023-02-09T22:48:51,-1,16000.0,4005697,2023-02-10T01:25:15,4014611,2023-02-10T03:53:49,10379,8914,,,True,True,2200.4696,-0.00727288209844
5038,3995769,2023-02-09T22:39:47,9706,8,0.916163,21,3996313,2023-02-09T22:48:51,-1,4000.0,4005687,2023-02-10T01:25:05,4015393,2023-02-10T04:06:51,9918,9706,,,True,True,597.2070000000001,-0.00547138956741
5040,3995955,2023-02-09T22:42:53,8971,31,0.645652,21,3996313,2023-02-09T22:48:51,-1,15500.0,4005697,2023-02-10T01:25:15,4014668,2023-02-10T03:54:46,9742,8971,,,True,True,2144.8028125,-0.013847962254962501
5041,3996016,2023-02-09T22:43:54,15383,12,0.481496,21,3996313,2023-02-09T22:48:51,-1,6000.0,4024859,2023-02-10T06:44:37,4040242,2023-02-10T11:01:00,28843,15383,,,True,True,1480.8435,-0.007130202218759999
5043,3996217,2023-02-09T22:47:15,9309,128,0.892058,21,3996313,2023-02-09T22:48:51,-1,64000.0,4154459,2023-02-11T18:44:37,4163768,2023-02-11T21:19:46,158242,9309,,,True,True,12932.773333333334,-0.11536783914186668
5044,3996292,2023-02-09T22:48:30,17425,256,0.536968,21,3996313,2023-02-09T22:48:51,-1,128000.0,4068059,2023-02-10T18:44:37,4085484,2023-02-10T23:35:02,71767,17425,14.0,10.0,True,True,47711.101866666664,-0.25619334947140265
5045,3996335,2023-02-09T22:49:13,13212,8,0.33511,39,4017913,2023-02-10T04:48:51,-1,4000.0,4024859,2023-02-10T06:44:37,4038071,2023-02-10T10:24:49,28524,13212,,,True,True,840.1825888888889,-0.0028155358736255557
5046,3996421,2023-02-09T22:50:39,18562,41,0.783989,39,4017913,2023-02-10T04:48:51,-1,20500.0,4132859,2023-02-11T12:44:37,4151421,2023-02-11T17:53:59,136438,18562,14.0,10.0,True,True,8160.569559722222,-0.06397796768557065
5051,3996546,2023-02-09T22:52:44,13901,28,0.724964,39,4017913,2023-02-10T04:48:51,-1,14000.0,4024886,2023-02-10T06:45:04,4038787,2023-02-10T10:36:45,28340,13901,,,True,True,3108.5758277777777,-0.02253605566409089
5054,3997481,2023-02-09T23:08:19,12079,64,0.208262,39,4017913,2023-02-10T04:48:51,-1,32000.0,4116147,2023-02-11T08:06:05,4128226,2023-02-11T11:27:24,118666,12079,,,True,True,6418.423555555555,-0.01336713726527111
5055,3997558,2023-02-09T23:09:36,13353,1,0.685493,39,4017913,2023-02-10T04:48:51,-1,500.0,4024859,2023-02-10T06:44:37,4038212,2023-02-10T10:27:10,27301,13353,,,True,True,106.2418861111111,-0.0007282806923596388
5072,4000354,2023-02-09T23:56:12,19634,8,0.031628,39,4017913,2023-02-10T04:48:51,-1,4000.0,4024859,2023-02-10T06:44:37,4044493,2023-02-10T12:11:51,24505,19634,,,True,True,1257.4333666666666,-0.00039770102520933335
5074,4000915,2023-02-10T00:05:33,28556,2,0.497054,39,4017913,2023-02-10T04:48:51,-1,1000.0,4197659,2023-02-12T06:44:37,4226215,2023-02-12T14:40:33,196744,28556,,,True,True,456.77414722222215,-0.002270414169733944
5076,4000975,2023-02-10T00:06:33,6102,128,0.451906,39,4017913,2023-02-10T04:48:51,-1,64000.0,4132859,2023-02-11T12:44:37,4138961,2023-02-11T14:26:19,131884,6102,,,True,True,6366.238755555556,-0.02876941491068089
5082,4002120,2023-02-10T00:25:38,14264,16,0.77779,39,4017913,2023-02-10T04:48:51,-1,8000.0,4024859,2023-02-10T06:44:37,4039123,2023-02-10T10:42:21,22739,14264,,,True,True,1825.8918444444444,-0.014201604176904444
5084,4003612,2023-02-10T00:50:30,15726,3,0.443774,39,4017913,2023-02-10T04:48:51,-1,1500.0,4024859,2023-02-10T06:44:37,4040585,2023-02-10T11:06:43,21247,15726,,,True,True,378.72299166666664,-0.0016806741690388333
5099,4009368,2023-02-10T02:26:26,13524,11,0.724571,39,4017913,2023-02-10T04:48:51,-1,5500.0,4024859,2023-02-10T06:44:37,4038383,2023-02-10T10:30:01,15491,13524,,,True,True,1184.9235597222223,-0.008585612485914903
5103,4012630,2023-02-10T03:20:48,10791,1,0.00411,39,4017913,2023-02-10T04:48:51,-1,500.0,4024859,2023-02-10T06:44:37,4035650,2023-02-10T09:44:28,12229,10791,,,True,True,84.09126111111111,-3.4561508316666667e-06
5105,4012655,2023-02-10T03:21:13,38791,216,0.687052,39,4017913,2023-02-10T04:48:51,-1,108000.0,4197659,2023-02-12T06:44:37,4236450,2023-02-12T17:31:08,185004,38791,12.0,10.0,True,True,75131.1024,-0.5161897416612481
5108,4012839,2023-02-10T03:24:17,9372,16,0.466876,39,4017913,2023-02-10T04:48:51,-1,8000.0,4024859,2023-02-10T06:44:37,4034231,2023-02-10T09:20:49,12020,9372,,,True,True,1161.3340666666668,-0.005421990037090667
5111,4014431,2023-02-10T03:50:49,13362,256,0.658984,39,4017913,2023-02-10T04:48:51,-1,128000.0,4046459,2023-02-10T12:44:37,4059821,2023-02-10T16:27:19,32028,13362,31.0,10.0,True,True,29700.006400000002,-0.19571829017497602
5113,4014923,2023-02-10T03:59:01,47166,4,0.57756,39,4017913,2023-02-10T04:48:51,-1,2000.0,4921713,2023-02-20T15:52:11,4968879,2023-02-21T04:58:17,906790,47166,2.0,10.0,True,True,1967.233633333333,-0.011361954572679998
5115,4015048,2023-02-10T04:01:06,13415,38,0.892136,39,4017913,2023-02-10T04:48:51,-1,19000.0,4089659,2023-02-11T00:44:37,4103074,2023-02-11T04:28:12,74611,13415,,,True,True,4024.475025,-0.035903790509034
5116,4015123,2023-02-10T04:02:21,5988,128,0.32088,39,4017913,2023-02-10T04:48:51,-1,64000.0,4039675,2023-02-10T10:51:33,4045663,2023-02-10T12:31:21,24552,5988,,,True,True,6039.554666666667,-0.0193797230144
5121,4015285,2023-02-10T04:05:03,9629,32,0.117651,39,4017913,2023-02-10T04:48:51,-1,16000.0,4024871,2023-02-10T06:44:49,4034500,2023-02-10T09:25:18,9586,9629,,,True,True,2389.568977777778,-0.002811351798045334
5123,4015379,2023-02-10T04:06:37,12180,16,0.273637,39,4017913,2023-02-10T04:48:51,-1,8000.0,4024859,2023-02-10T06:44:37,4037039,2023-02-10T10:07:37,9480,12180,36.0,0.0,True,True,1537.6051777777777,-0.004207456680315778
5124,4015392,2023-02-10T04:06:50,10296,128,0.015257,39,4017913,2023-02-10T04:48:51,-1,64000.0,4163768,2023-02-11T21:19:46,4174064,2023-02-12T00:11:22,148376,10296,,,True,True,13308.131555555556,-0.002030421631431111
5125,4015416,2023-02-10T04:07:14,3514,4,0.622945,39,4017913,2023-02-10T04:48:51,-1,2000.0,4024859,2023-02-10T06:44:37,4028373,2023-02-10T07:43:11,9443,3514,,,True,True,100.30517777777779,-0.0006248460897077777
5132,4019306,2023-02-10T05:12:04,13,1,0.283268,59,4024859,2023-02-10T06:44:37,-1,500.0,4024859,2023-02-10T06:44:37,4024872,2023-02-10T06:44:50,5553,13,,,True,True,0.09276944444444445,-2.627861498888889e-07
5133,4021993,2023-02-10T05:56:51,1044,30,0.244825,59,4024859,2023-02-10T06:44:37,-1,15000.0,4024859,2023-02-10T06:44:37,4025903,2023-02-10T07:02:01,2866,1044,,,True,True,223.503,-0.0005471912197499999
5134,4022173,2023-02-10T05:59:51,10810,8,0.071243,59,4024859,2023-02-10T06:44:37,-1,4000.0,4024859,2023-02-10T06:44:37,4035669,2023-02-10T09:44:47,2686,10810,,,True,True,674.0442555555555,-0.0004802093489854445
5135,4022455,2023-02-10T06:04:33,9,3,0.613263,59,4024859,2023-02-10T06:44:37,-1,1500.0,4024859,2023-02-10T06:44:37,4024868,2023-02-10T06:44:46,2404,9,,,True,True,0.192675,-1.18160448525e-06
5136,4022536,2023-02-10T06:05:54,21362,7,0.338739,59,4024859,2023-02-10T06:44:37,-1,3500.0,4024859,2023-02-10T06:44:37,4046221,2023-02-10T12:40:39,2323,21362,,,True,True,1190.3861958333332,-0.004032302295903875
5137,4022634,2023-02-10T06:07:32,14,8,0.443648,59,4024859,2023-02-10T06:44:37,-1,4000.0,4024859,2023-02-10T06:44:37,4024873,2023-02-10T06:44:51,2225,14,,,True,True,0.7992444444444444,-3.5458319928888887e-06
5138,4022650,2023-02-10T06:07:48,12,16,0.130074,59,4024859,2023-02-10T06:44:37,-1,8000.0,4024859,2023-02-10T06:44:37,4024871,2023-02-10T06:44:49,2209,12,,,True,True,1.3701333333333334,-1.7821872320000001e-06
5139,4023022,2023-02-10T06:14:00,26,1,0.470736,59,4024859,2023-02-10T06:44:37,-1,500.0,4024859,2023-02-10T06:44:37,4024885,2023-02-10T06:45:03,1837,26,,,True,True,0.1855388888888889,-8.73398344e-07
5140,4023681,2023-02-10T06:24:59,14,8,0.675496,59,4024859,2023-02-10T06:44:37,-1,4000.0,4024859,2023-02-10T06:44:37,4024873,2023-02-10T06:44:51,1178,14,,,True,True,0.7992444444444444,-5.398864252444444e-06
5141,4023683,2023-02-10T06:25:01,831,1,0.105927,59,4024859,2023-02-10T06:44:37,-1,500.0,4024859,2023-02-10T06:44:37,4025690,2023-02-10T06:58:28,1176,831,,,True,True,5.930108333333334,-6.28158585425e-06
5142,4023892,2023-02-10T06:28:30,679,1,0.0538,59,4024859,2023-02-10T06:44:37,-1,500.0,4024859,2023-02-10T06:44:37,4025538,2023-02-10T06:55:56,967,679,,,True,True,4.8454194444444445,-2.606835661111111e-06
5143,4023916,2023-02-10T06:28:54,78,16,0.426466,59,4024859,2023-02-10T06:44:37,-1,8000.0,4024859,2023-02-10T06:44:37,4024937,2023-02-10T06:45:55,943,78,,,True,True,8.905866666666668,-3.798049333866668e-05
5144,4023953,2023-02-10T06:29:31,25226,128,0.178983,59,4024859,2023-02-10T06:44:37,-1,64000.0,4921713,2023-02-20T15:52:11,4946939,2023-02-20T22:52:37,897760,25226,,,True,True,39829.30631111111,-0.07128768731481601
5145,4024308,2023-02-10T06:35:26,10,2,0.596121,59,4024859,2023-02-10T06:44:37,-1,1000.0,4024859,2023-02-10T06:44:37,4024869,2023-02-10T06:44:47,551,10,,,True,True,0.14272222222222222,-8.507971383333334e-07
