arrival_time,service_time,num_processors
2199211.2126953076,14197.529447964524,103
2205618.5138115757,5616584.206387207,74
2205959.4701281926,19386.879822498086,77
2207069.426769227,10859.010915664414,98
2208720.439883801,13334.89584607511,73
2291253.52511191,13710.058337114478,85
2297035.690233073,17268.048094448182,103
2324101.3871005084,8528059.804185275,66
2360329.9166745814,17545.442191942268,78
2469764.9164532763,9263.24636987977,79
2555981.7127308752,25286.09890274732,84
2558981.0310918298,18892.637224290564,108
2561281.0843517864,19809.12228458243,98
2570622.927854686,11564.129463022444,71
2571911.475624941,14725.904313740666,100
2572725.0467408206,13054.655418511953,81
2603923.853644088,11761.753652454227,121
2620759.344466375,14805.413389431062,66
2622225.8848274816,6124311.584917139,84
2637940.619448959,3285581.8981603323,83
2643489.066662979,6639.925419351076,111
2733241.8915807838,1645091.3054145088,70
2822972.1668264945,10800.688987867237,96
2859047.0128498557,13419.930657836114,117
3000068.362077565,25945.12909390557,95
3077869.0775250383,7573346.296561062,87
3161135.8445456317,5823.288259273253,107
3218311.1298955656,14498.528025595966,96
3221249.6586948885,34157.14355509736,78
3225771.2301636864,6509.325833624545,125
3228252.782895899,2750751.999123791,123
3232235.7580419686,2880718.568216378,94
3234722.113787939,20728.629024771682,116
3238401.4222882083,4012956.2768337606,100
3242406.7018497195,16489.422279452665,107
3352034.622974183,8829.735988151495,98
3354101.466196744,6818692.092696987,98
3354849.8492853167,18654.737215992045,109
3401538.958796473,12695.873795568777,79
3406108.8643765887,18107.69718835356,97
3406925.7133069453,14968.519642823363,90
3411134.744968422,7624.734565619583,107
3440067.8507807357,20858.407089201115,80
3485173.6427970375,12455.299313335869,104
3521241.796596112,12921.40868305876,102
3538574.650057943,10450.279946907965,113
3576374.1015943224,4918652.346781975,103
3581357.7515770714,3262353.140953455,103
3584521.7009696607,14848.143988898737,106
3591235.182578466,15088.51961732942,92
3601221.6766632274,1202169.9194706217,86
3635965.7764758603,12157.178714077882,107
3637264.3389162896,6376998.287486929,95
3674310.4699748396,11074.908165760828,90
3676094.780540446,6814.726532074943,125
3703094.6004687576,28375.419111832816,123
3708263.901972906,19661.816698941082,89
3753118.65758312,13977.133779126663,116
3755816.1991281006,20578.191010526258,65
3843127.904755571,3921695.7560269367,78
3899473.8510275465,10966.232023177057,124
3900353.2349665216,11528.923982912005,80
3906732.330417777,2083539.930135773,105
4023796.4288199963,4643477.199054541,119
4092091.543359658,17380.41295022658,85
4141574.872816879,15745.85796020964,98
4192602.720673821,3422742.7632300532,100
4246380.566014921,16756.325438085965,95
4249404.833348014,7847.391545637729,101
4252006.023972284,13096.10997848018,75
4253709.9457562,11198.224071599769,84
4296465.354368564,7445.41210558153,117
4300180.253551744,15565.71857294007,72
4302511.082813234,14659.812115712088,67
4377948.998237191,27912.529512381647,113
4385220.117206486,6045448.215442443,103
4436575.080895356,3756626.3466106234,118
4450921.998397828,24648.526469563134,93
4458848.9129015645,11961.00692505818,127
4459486.939530432,13101.214769917806,116
4505386.495539775,3439113.61647267,81
4657458.355553021,17052.365968026483,115
4681269.478095858,20843.2688010523,75
4713384.299750901,9294.377302837089,124
4715480.190768066,11729.016928155557,106
4717857.206597448,12933.377960190282,113
4720922.420884873,6346760.473104171,118
4723705.856405724,7973.152426855285,67
4774206.63074739,7033.922529677357,109
4776705.742223517,7583.182400989246,70
4828207.197190604,6287314.929614879,90
4898759.297951157,19392.4085874749,95
4900354.547249953,21100.37617108087,92
4907069.947017415,11657.713401211966,112
4909038.451524202,18963.736325770493,79
4965253.950351038,9890.155302411324,104
4966686.444112883,5873.718272946455,104
4987783.963461578,5049145.008299299,113
4992573.02455029,23322.83842364922,74
5016418.252747264,3176508.4256648794,96
5017794.604543905,29104.021003032307,80
5077953.5965864,17830.516771992217,70
5081900.134996883,14818.8168752487,112
5082968.527067015,20267.322133150472,66
5156351.903921566,2936776.8987205643,78
5162001.7338638455,13575.387835713613,123
5204912.153620408,14957.351690925976,99
5232667.833626121,5352368.192551179,126
5239376.528734417,3038940.4102640636,99
5242976.372510965,11461.005198787154,76
5246049.151892952,15260.159295899783,124
5266121.099043021,21048.961133033226,108
5266755.040399,3696865.9343081824,88
5274637.607476217,13440.833382359233,98
5278484.550616081,4382967.059540853,100
5296066.934658027,16650.636393948473,89
5297293.579581167,23634.195792706225,127
5314764.796726739,11365.868322083312,125
5347392.833472894,16085.47080585886,67
5348688.326814024,11017.94293452267,96
5352082.815242464,18240.195684576516,125
5369245.050661721,13239.475993670094,107
5373260.346157404,15319.091988196662,104
5376034.7047479525,8954.288386295122,89
5379546.769721039,25326.83490632879,88
5381733.518397096,24963.712959439425,100
5427705.80098,7600493.927570963,101
5579385.487921111,3232796.90021849,102
5581916.775320114,10206.46448108268,66
5624951.069796208,9090.354991877924,70
5766615.320192577,17514.723240513325,81
5797936.960455733,26288.22915462932,78
5878298.307089424,18041.199257469394,125
5885660.791425475,13184.120960947614,71
5888446.393397034,3951675.233061582,79
5954626.317266569,14290.055933072024,74
5975933.238310657,21833.491512376982,84
5977734.081104996,17751.75114395554,103
5978956.699141515,11510.464971515052,118
6005146.485478834,37521.5860815835,93
6060928.3769972,13910.337549833906,121
6064215.152271995,18429.877328275124,119
6067599.4462804,19382.74754983323,77
6182854.625514173,10757.179858367128,92
6185769.724721812,7952.96288919557,95
6187793.065869894,7777.007399313597,65
6192829.579053129,21969.08799998024,125
6196044.134063362,11202.211512081449,101
6238203.733331724,15324.833212507052,94
6339149.799357036,34472.90761892276,90
6344577.460079483,17300.364654086967,84
6438236.930643924,3065055.793170213,74
6439213.217194517,43859.053170433996,101
6445023.766863222,15622.541746768593,103
6486621.537749618,6043247.051205287,128
6492391.329709294,18696.407626832817,120
6540176.296822358,18860.04031573893,68
6541455.89290313,6790037.559433062,67
6824136.9293473745,21216.178310109717,99
6845311.517283189,27549.536175059413,87
6852266.727891816,20410.2762595461,100
6854360.411095322,18342.344414700332,127
6989243.514844184,15649.517821503381,117
6992991.759707976,21127.856503795007,85
6996691.966187527,22174.810423898656,101
7032049.530564363,14285.248203979698,69
7038369.156804378,12711.007969768001,106
7039872.101224982,29117.342421898436,65
7074420.938005346,17253.07859622213,117
7075341.8716248125,16691.493404979068,128
7104640.83136441,27131.225147961944,91
7107582.0873222435,9190.255617846953,101
7113362.25811609,22402.00040645143,80
7113998.332584652,19670.192799233802,95
7157341.1951448545,12643.133936232614,66
7174280.936789303,8279.353109979613,79
7180850.273025639,8879.832344570857,84
7189534.567514878,23418.6656752395,99
7194728.1087156,15909.220882476231,125
7197423.049212455,17463.229581237916,114
7199601.132018328,18734.739780360447,82
7277224.254450933,12020.950242311803,118
7281064.589471716,34393.5257711055,99
7346861.477096909,12140.073252558159,103
7416948.855908775,18196.41965658789,127
7494951.307746887,15175.404162314131,126
7498867.320162907,17479.240030632845,113
7505205.653791458,12841.903647145064,89
7657375.860399606,11337.8649799615,114
7659967.706785763,29758.42046841477,70
7663513.632903579,15710.693701382472,113
7668099.817944689,20870.19851923082,84
7676535.938069994,6434.839438396761,107
7755928.511305852,4240881.022583148,121
7757284.93905827,5110665.7158544175,66
7802872.107176154,14465.520984079312,84
7803997.072033141,31422.69686324038,98
7807818.755426013,22127.83315535506,75
7881821.922312652,3730188.5008457564,113
8002108.157693049,19565.830077879044,127
8082360.497218596,6384.723114243387,73
8084964.4678891245,21740.068970921246,101
8307300.2286569355,25681.4970291674,120
8455169.178464614,27180.11456436142,77
8461116.623263976,22190.77280925297,68
8461950.904578598,1647624.5893258476,102
8466068.43424478,14863.675310454453,96
8479124.868140457,17830.40180788307,88
8481113.313184457,7890.029549023156,113
8509486.733475568,11375.190536829403,83
8512064.825202933,19932.30212354717,123
8514880.373291623,4646.470659087514,124
8605525.884973828,21440.98414700071,85
8606641.605345823,6130719.669295185,103
8638136.91432022,14740.055809030391,97
8644529.800753364,12487.711718742583,114
8718982.130982652,8620.269801196127,113
8739413.243445862,18060.84368746999,102
8739957.928857703,3161694.3503070707,115
8742980.893574618,17830.42624226762,71
8837605.851055797,25532.870386969727,101
8893397.513704533,11176.987097242258,110
8895845.567311738,10416.984535638749,97
8933719.605219949,23688.559253919528,82
8963479.417640593,4933446.3564059,70
8966907.793359634,15062.153431756375,111
9014293.2386071,8197.999754747208,102
9017951.77350544,14570.854377366471,90
9019600.133366719,17177.074248359386,111
9032600.36839304,5189391.102978924,86
9035433.293824872,3008109.6971351514,126
9168382.71718572,12361.959728273478,108
9230337.23126344,15615.017163842847,74
9232062.46855089,7010513.657781409,115
9364883.064844877,2261004.764962853,111
9366153.210687252,14174.81923468454,98
9380195.25988629,15339.991406424051,98
9402779.92454803,2939434.346622194,112
9404214.652266247,11245.716081487499,68
9432561.496583072,6059875.689552538,106
9529289.254864972,11013.64695370397,73
9560210.481551591,15531.896613983217,103
9593382.330265095,8861.24648362281,70
9707688.995080817,12528.111115218075,128
9709193.725858316,11263.83158064269,82
9713827.780004555,13737.371040298483,118
9736879.164682893,24064.568824262937,118
9770979.406741915,3261492.7969270423,117
9880491.597250294,12084.097219618325,112
9882922.785210637,15138.676308063777,95
9957986.466957603,8437.977906368835,112
9973492.849892026,7686702.233326464,110
9974478.297231935,12014.330068298634,80
10090772.73396757,2993233.8231794266,76
10126160.78284368,20062.37307614182,67
10127043.957654398,13053.798357057947,81
10185193.1758135,10707.937004924657,91
10208084.113446008,2624763.8074728055,94
10211767.445030732,9551.369106846318,65
10214821.628734043,8193210.268744156,81
10229538.702249693,1878561.076505938,79
10264645.276328973,5879.396213617611,66
10268759.35044957,34936.71705976024,106
10269213.129318913,11823.772948700811,81
10318332.629123395,16865.751773335134,73
10325566.01752244,30369.725984342516,78
10331786.24394227,11017.068751292218,70
10378238.995508121,5067542.248541155,103
10384676.891808668,6888854.2258644905,72
10627345.719900096,3608257.429948435,119
10666619.12146447,16073.68551490466,121
10667731.284308782,7941.771619272446,83
10668767.667928653,11998.671406440004,106
10673259.8357892,18678.043766068604,102
10679539.864778144,18910.12961027182,77
10739011.029935759,8807.728071659993,92
10744567.023524866,4564634.958890143,117
10748393.952694897,15314.149522979518,118
10795277.327329354,12675.531433354898,105
10831050.812673591,13797.99038567003,84
10870446.418973714,15737.43038377295,76
10939049.32047644,8279.901253891729,77
10988708.58025208,13767.490846266104,81
11006395.604108501,18373.336041867107,107
11042980.033621069,14481.308167832627,119
11121864.463271314,23697.033993402983,101
11147084.524875134,13382.898264111041,92
11148935.062279707,15902.70269917425,78
11152924.849618496,17586.70423850265,79
11206064.595655158,18042.13834937482,119
11278219.272578392,7464958.482701736,68
11304846.961770048,20644.859107035794,99
11305484.088786159,11967.074241954813,104
11405231.654408297,13371.558157564104,88
11484675.838300228,17840.463417189872,116
11485750.336154597,25161.2109229037,68
11487033.90312578,16967.38723831933,113
11492330.20847299,13187.566730761555,112
11495792.540837564,12888.916330249718,75
11579727.681087283,9720.743699733626,71
11616968.861230878,11945.930178998067,119
11624731.750522563,15086.237170466418,99
11627146.456630887,16554.764303074466,109
11632698.282798676,12147.43077577565,127
11645011.689516144,12601.147371247167,93
11649773.18037748,18733.231297135877,65
11652081.06979724,6133794.00196959,82
11705529.424432,12259.312719451416,80
11705838.025201198,25705.005092854466,87
11707459.792832984,17016.300133044784,94
11716308.177691055,3252390.5575352926,110
11717406.741985312,3952641.833805369,70
11723132.286458597,15440.202923645487,74
11800171.753393494,18085.79795673085,116
11843464.905241271,14612.797588331729,79
11848426.301190432,6995357.495672503,86
11909721.705776682,19292.455397784688,111
11910971.742585497,3538969.983444567,96
11916681.85622893,14285.202268136145,75
11921453.2898156,12634.566369204238,108
11923926.404567624,30672.78384773492,74
11933830.032074973,8798.512565624449,89
12026424.773646729,13341.561863799907,83
12029043.831997989,9527.666945311665,90
12031064.302559074,9663.931694890494,74
12033118.114739118,29177.486225251796,128
12039788.612674043,17774.490749436423,122
12078226.67817024,4423173.8443503715,106
12155917.213413289,19579.28393986544,84
12161745.777550414,15627.123638707226,103
12221927.411337482,18510.021263073453,110
12231473.252153508,12636.967556952259,122
12232214.179793479,13695.542585288415,101
12233357.276802307,4010562.8317729,76
12260965.787387444,16437.76456325205,124
12282835.757433532,6463875.630499054,70
12288978.63612383,2498454.695635139,89
12292568.250979364,15765.668883614368,84
12415899.491289021,15254.587981840683,108
12571211.053888652,8040.536203166658,87
12571969.522968922,22897.807493334774,121
12583802.140364584,19039.712264118258,111
12588154.073521564,12141.05905813964,117
12643683.390035007,21496.541275952397,71
12702315.22493469,20258.84614851708,73
12706013.896153355,17629.025631985656,114
12709145.996825708,23871.219373959146,84
12712894.98280254,18272.099296059794,83
12810320.480757374,12633.794896808537,115
12811940.155411797,22965.28739254913,75
12815376.647880243,13841.901238076482,107
12879406.934811791,21127.15808527363,76
12912054.828317372,14722.636146653913,111
12912546.171656499,12609.193554314847,92
12916413.065359235,27998.711912202394,89
12918935.055200025,9335.41471942568,74
12922203.186152237,34690.59443738728,69
12957453.088557344,4291866.902047284,81
12982151.496153701,9692.970005816049,88
13050644.964584142,28837.809036470484,86
13096006.145783078,6715.506579773721,111
13133646.195924105,11314.31869548148,121
13160535.276955642,26245.39465943018,122
13163131.541566525,11344.561801422784,125
13254910.167399712,10492.570530560199,121
13261488.71055726,12120.799794656443,113
13270581.786250157,14631.339589726349,85
13335494.176622195,2073716.9343889605,82
13415947.067549119,7037.316778174378,126
13496763.408138774,17543.919248540864,78
13540390.1301897,16634.496761573115,80
13543532.744370341,27550.6351243369,99
13549661.759228164,16577.222823022807,120
13550944.919709574,5112287.902952372,122
13635332.278160725,5659293.130255058,118
13636243.415818647,16326.798336095177,95
13640831.216272512,7964.714693819223,93
13641458.679273697,5669778.279665135,107
13700556.289976453,9336.165509049584,101
13798289.46978789,15699.918854063264,82
13850687.876633937,15631.007170116389,65
13943255.046814026,5463.359295638824,92
14012683.32837069,17403.09127462944,119
14014143.680078829,12235.04518808133,103
14015699.784648232,11331.109280616656,123
14016707.756793851,3340753.837921786,128
14041322.326320225,5279.7073008234565,95
14086212.40657882,12292.216419778517,65
14113788.542495314,11370.297206354659,118
14115936.012803769,21050.026575834097,111
14116991.960143853,16865.152100845957,67
14121660.238894055,15652.083612709957,114
14274328.979784932,11610.367544920151,67
14278425.168793632,7550.408282080745,95
14325917.233257208,19612.838251614405,107
14327576.766590124,13394.789894849328,108
14391683.63313814,10119.613332216952,124
14543937.26079657,15826.09668372872,88
14607570.55420953,7409.156390216784,123
14608304.291202383,10638.730910022317,90
14693103.064789021,12730.447646787135,104
14703629.850668067,8762526.69141188,125
14706424.21306437,26342.04328936022,89
14709578.891773177,3961375.26870572,71
14787747.597770568,13025.14467466862,80
14848598.838232182,14986.038053749531,116
14898016.73761371,4720073.277451841,114
14901845.155694738,10352.11211230357,128
14906105.108179048,1770321.771649789,99
14967361.32577938,24097.816175547665,75
14972931.693777706,9879008.538472103,88
14988624.969538093,12831.695449641054,75
14992299.660561081,12370.942544758433,122
15017883.361292776,14774.988288517412,121
15021894.679723745,6661.4744432603175,110
15049477.639040956,14946.655937349133,72
15050604.637453033,19919.02253802005,111
15060828.946054878,25987.316079622662,85
15180025.288259005,9448.899978441068,121
15180733.507518245,7540.254275724296,111
15184909.293791836,6281984.9299570015,69
15210898.769786421,21503.673335850614,112
15215236.495687028,27546.093023397745,82
15227989.356056254,14239.744907435583,100
15230745.03355992,8784.736763173627,88
15239486.5071364,14033.09710824742,80
15242370.689937785,11731.446531604739,122
15244775.742623491,19101.830901439644,127
15247043.460025318,9295.01537248263,74
15253264.974934582,4817579.338905737,121
15473500.217559779,2526721.4965138175,105
15509724.87557083,23004.995121056203,102
15596539.917185916,3706704.817542237,87
15656142.345020661,16475.035747282527,80
15817511.007350784,40665.97656734645,95
15876390.271707235,5907.3089907575995,112
15883207.01376037,8099421.411902336,81
15910316.848484889,8092.30493223616,104
15915136.071326284,23438.80346779472,126
15927239.133998951,28490.59375356933,74
15928826.38208065,12756.256156086203,74
15934977.349496718,21549.309456919254,109
15936591.50576911,3134176.646008177,88
15990763.765825383,9145.7837320176,72
16059268.953077719,16683.876914448,103
16061209.06169804,12857.840605506555,93
16065138.232537625,5984270.112206603,101
16137507.183205688,11554.68778414628,100
16139093.030869516,12500.37314983167,76
16148154.245859668,9989.496373104692,84
16150153.7658353,19491.665910360294,108
16221592.436523316,17771.506168871678,68
16222777.995727586,6248327.824767449,98
16256258.380563226,28124.81565133633,118
16284371.354516678,6117.634367012226,102
16316349.177806301,12487.215341326431,96
16378407.55058554,21766.843855232437,103
16384681.526078433,21933.607475892983,85
16390505.42741189,15946.096136300821,91
16394350.28399872,9468.085454140793,105
16442073.716563595,3929576.396273489,116
16443709.61622819,13728.696231374302,78
16447267.73372706,15576.930648380512,99
16453405.99851167,9407.70483234759,71
16456608.291069448,13980.317538219919,118
16459350.039013963,4035142.794518686,85
16523449.571338441,5757777.62430542,105
16525620.433579834,9799.006712698301,124
16534337.467053734,12603.328599900877,67
16535605.268323135,14149.866243965327,123
16667775.3720141,10896.610791764737,110
16668638.241915861,12113.296852359159,125
16671788.742310673,4504.903963352023,78
16677367.727560569,4432669.672219336,111
16730755.624759147,13644.113521821972,116
16731644.8804448,17725.865850896684,111
16748761.635639852,7731.757473325368,122
16802258.37746485,12083.745518942069,80
16803875.4741434,8369.593443329333,112
16863741.34293304,13154.746781471178,111
16915384.526791148,10590.028507474508,116
16924216.499008235,6779.285436944532,82
16968228.887473393,2228811.1586018605,123
16970027.42566559,4684070.527706286,82
16973702.73649285,19137.780103796707,85
16978419.080969263,19242.397526932553,103
17002534.503193516,16443.214058303154,127
17045694.833926156,12445.721365743164,67
17049971.453458387,21279.655299083803,118
17072411.63803635,1716221.245408945,68
17097054.39717397,11826.731895716493,94
17142454.452150084,18293.28990277817,86
17154313.969307475,23704.870855458612,113
17156102.06072035,21576.408106854567,69
17176644.993738834,22518.189661928052,89
17177146.802334167,12696.147138328943,84
17182282.271765765,10682.819137362854,125
17262675.38252889,24741.985262876064,72
17305318.727268536,16697.003280901466,106
17538387.056931186,15822.753398417983,113
17541876.195139993,10081.340429012273,108
17557717.30260323,21366.568634716532,98
17584521.677299265,10458.532604054231,96
17587595.33791373,12422.45730316142,103
17642453.025130022,22749.288676569424,127
17645984.277943313,13331.154982363705,100
17649158.366674915,18025.799138414975,113
17737651.01156254,14174.030251326993,109
17858323.101840384,2262439.291632006,102
17859114.402921535,6507157.995355733,75
17863048.57102059,15092.791049124155,97
17913228.389025457,10874.750002337621,99
18019117.874486975,22297.68440706069,82
18020560.550460186,25154.562787995368,95
18023242.45556584,21115.64038323213,93
18054576.265032005,7048.508935634731,117
18058283.14251339,15698.864725211377,82
18058532.861429296,17440.88206852945,85
18063534.406891458,5797086.841794841,125
18070829.913624674,10597.693739956376,101
18074414.817662224,20208.923023485477,76
18108086.105755404,11216.019206015564,69
18203882.958749384,10119.125410526816,87
18310292.87571955,6404.550608278334,115
18368652.48927091,10342.186617704032,102
18450335.9613855,4631.99754172485,78
18553674.758352086,13081.53295560111,123
18726041.442684054,17270.02841419696,128
18812092.322431743,9261.226476891396,124
18815097.049415074,2456659.4353397572,107
18817017.59041058,15423.211636428801,97
18861917.259540368,5093.676617414699,108
18920881.943447243,17877.948329793115,89
18922920.645080104,3820699.4139525085,116
18990310.068505842,16620.382182626665,76
18995183.698497597,8336.093664077467,82
19002479.496762767,5821693.998468716,65
19005353.053645883,11277.179526378919,99
19125553.64836828,12484.544582232902,66
19128435.432924703,13527.157516646632,95
19129436.61201161,8897.62382289254,104
19131332.069915377,21816.193346350003,104
19171315.311811946,19959.706084215148,102
19175578.50427781,11003.934907397457,82
19182912.615631573,15343.863374324577,112
19188114.414782584,17413.576941079315,125
19240221.425165262,2118677.8325229855,92
19293213.629864525,21559.510335593368,75
19305284.922614075,16913.871077990523,111
19306441.03599234,17785.509187464027,72
19374280.024662636,4920693.344865789,90
19394845.626292575,9600.224603680968,106
19469629.64625396,15082.21784288231,91
19514230.577576578,16043.00637255611,122
19577209.751146488,15312.813645429731,118
19583601.25742579,7231.581647361094,124
19620642.74261641,12596.647192005852,67
19625417.78094188,2746181.088178836,92
19646944.73538644,6778.754724413977,109
19688654.707248833,17218.883384737048,72
19795451.111817073,7595.515109764145,125
19796122.625089426,14444.39710246523,82
19849903.267930053,7722086.354218248,118
19854282.662400138,4641285.631877709,122
19933649.82195684,5017383.784238078,113
19934826.223064166,6894511.261741065,82
19968699.438198227,13312.36505925525,87
20155830.64684292,14146.430876443643,81
20202394.980458178,11038.430825913269,65
20254273.89424458,7733580.1452774415,124
20291437.086011373,17297.546738629975,113
20357923.361086447,11498.017172932034,109
20359777.417630453,10384.706159024932,79
20360454.787162036,20734.93187627548,67
20363118.40787383,7542.047390541657,69
20369153.16909484,21205.504949269154,71
20371858.411126956,6737.212457628226,121
20374458.05200651,10936.662039630204,72
20376177.729655348,9488706.27712657,94
20440825.691589955,24414.110471511987,105
20462210.055169944,29115.40978654715,106
20464835.52338989,4288752.85779529,93
20469984.649855155,12001.167134688065,87
20499378.47254743,14795.987690668215,128
20500222.379619636,13251.410604264785,113
20558121.238196217,12787.026448170767,118
20563152.10842487,12447.485460151318,88
20614688.95030109,15721.917780640826,93
20618016.486090183,22895.323626036734,124
20714505.867102914,17740.2596614706,118
20732357.881556164,9258.85076967251,96
20735169.937822185,12995.107815027055,75
20835261.764075402,3604218.2204266284,76
20849131.17417736,3144072.3972887928,71
20852087.763927344,21274.03069627158,70
20932741.930438507,10378.49769932603,92
20940141.101350676,4131740.9355775844,107
20943498.482021213,5073705.879404407,92
21051838.719053872,6797654.403447485,80
21101931.333840355,26456.227996144742,96
21142824.038216755,22688.624842097724,115
21239491.724851076,17483.217441333905,101
21243979.561591793,17041.27145379062,110
21247401.565513153,13528.849329692928,128
21254157.93682121,2166241.860489211,125
21307104.588500686,12814.053808282835,91
21311420.289651174,14540.80201170786,93
21360452.59332075,5263.444557202767,118
21363713.587074716,10534.713684691851,94
21368186.8028003,3252619.5618319972,128
21384832.399562746,6069890.3337085415,108
21387669.10629645,2913893.02839389,127
21394214.050140277,24507.202435935644,110
21396195.967363626,23649.350761559726,127
21398313.231387634,4594666.937798419,72
21410125.5097426,3402409.312611773,74
21523681.689604826,21050.052394400434,65
21528804.30011337,3490591.757480515,94
21529863.06380518,9625.138502781776,92
21539238.40422457,13777.698698179463,126
21574053.67255979,5226.049685558166,117
21574441.851631723,16942.671619391418,100
21588330.136605132,12209.554344915057,120
21650727.06094461,5093566.188212359,78
21748771.537124295,16826.738486475173,95
21750961.930831794,16874.27351526171,110
21753906.11168913,14218.37268808765,112
21878653.87418172,15424.89556691095,96
22054886.152619675,11097.62535227403,75
22088792.338171307,3869577.9220006717,69
22090091.94187712,13889.706345296923,125
22091032.49910342,4652.290431506306,86
22092231.795250837,3559891.890530959,107
22111606.508468624,3863487.796673701,77
22199726.698285338,5339763.692669323,94
22202101.37723744,4100312.962862042,125
22205086.866348356,5477596.147792285,100
22294970.86888994,17768.758297278437,69
22297044.93135891,3684214.3546011252,67
22423832.180801596,18388.967867728432,115
22527399.160897717,12436.46793605867,95
22546921.040005747,3660411.0541657708,107
22551466.264876746,25058.009072346442,75
22560362.32026707,7450832.952300231,71
22561700.266100395,11214.60547148266,74
22565550.83450347,28463.222172428068,115
22700274.436419524,12924.906696673612,99
22757694.69533631,15255.128967538978,94
22761771.037665952,5992144.72574261,120
22763903.916960016,18357.218217957572,113
22765131.317897562,19307.64022801066,96
22809058.492626872,7976.843839890714,84
22813534.55221923,32319.89746931761,84
22862268.549527034,12749.957201027102,78
22863549.92993792,6052815.5214902535,121
22867690.293920025,11903.591729314398,81
22868932.6045112,14869.371851533939,117
22870321.59351099,8184.254477096829,76
22894966.82131323,32559.234995197956,114
22895363.613122284,14538.50941105889,75
22941382.56726826,17668.431219442944,96
22961820.201026343,10008.696561008903,113
22963804.263922,11888.225167479812,99
22972072.60517048,7414.5328827741,120
22975112.088143203,12445.031236760591,74
22979271.550472256,6095748.356761634,128
23003400.533649236,10522.26161346603,78
23005078.6623823,4321.189022959708,115
23008811.870387014,19356.64631406014,107
23014654.12073231,14862.302369952879,82
23017978.00872874,18845.415438766096,90
23025356.375955895,10170.545733946152,115
23159849.88960849,12295.392337986648,127
23293229.471750557,31578.768299895044,106
23297636.34794107,2747597.4820070723,115
23301858.230645407,5706816.408439735,90
23325724.935227767,17326.087686417297,68
23445093.028989863,15478.075839274868,91
23450883.083774198,12293.284062869552,73
23516295.28054101,1586068.7401411585,117
23553371.6550611,9370.72286468995,103
23556049.095045935,20676.371818282038,119
23614648.584857713,7744.599996746762,126
23636842.699115813,17058.082803289966,118
23652196.834741905,37489.829402871284,111
23694122.410479307,2596321.89843894,75
23695566.375386603,11511.198441502469,110
23697521.718991596,19125.981524625928,116
23829829.799436267,13019.214954589777,120
